id,titulo,autor,genero,anio_publicacion,editorial,idioma,paginas,disponible,cliente_prestamo,fecha_prestamo,fecha_limite
355,Libro 355,Autor 3676,Fantasía,2011,HarperCollins,Francés,554,,,,
356,Libro 356,Autor 3897,Ficción,1961,Planeta,Italiano,381,,,,
357,Libro 357,Autor 555,Ficción,1960,Salamandra,Inglés,817,,,,
358,Libro 358,Autor 1678,No ficción,1971,Anagrama,Inglés,959,,,,
359,Libro 359,Autor 4492,Misterio,1978,Anagrama,Francés,950,,,,
360,Libro 360,Autor 3746,Terror,2010,Planeta,Italiano,654,,,,
361,Libro 361,Autor 512,Romance,2010,HarperCollins,Italiano,750,,,,
362,Libro 362,Autor 3034,Fantasía,1976,Salamandra,Inglés,557,,,,
363,Libro 363,Autor 387,Ficción,1996,Anagrama,Alemán,388,,,,
364,Libro 364,Autor 4415,Infantil,1963,Salamandra,Alemán,187,,,,
365,Libro 365,Autor 3944,Fantasía,1956,Salamandra,Francés,667,,,,
366,Libro 366,Autor 511,Misterio,1964,Penguin,Español,578,,,,
367,Libro 367,Autor 3700,Infantil,1995,HarperCollins,Francés,899,,,,
368,Libro 368,Autor 1291,Ciencia,1977,Alfaguara,Francés,250,,,,
369,Libro 369,Autor 3218,Ciencia,1992,Planeta,Alemán,872,,,,
370,Libro 370,Autor 1801,Fantasía,1959,Anagrama,Italiano,310,,,,
371,Libro 371,Autor 1353,Misterio,2000,Planeta,Francés,554,,,,
372,Libro 372,Autor 4474,Terror,1952,Alfaguara,Español,314,,,,
373,Libro 373,Autor 4694,Fantasía,1993,Anagrama,Español,645,,,,
374,Libro 374,Autor 2420,Ficción,2003,Planeta,Italiano,396,,,,
375,Libro 375,Autor 1465,Historia,1983,Alfaguara,Italiano,351,,,,
376,Libro 376,Autor 2055,Fantasía,2014,Penguin,Alemán,242,,,,
377,Libro 377,Autor 337,Fantasía,1974,Alfaguara,Inglés,341,,,,
378,Libro 378,Autor 3533,Infantil,2012,HarperCollins,Inglés,157,,,,
379,Libro 379,Autor 1582,Historia,2019,HarperCollins,Alemán,905,,,,
380,Libro 380,Autor 980,Ficción,1994,Alfaguara,Italiano,150,,,,
381,Libro 381,Autor 3031,Fantasía,2017,Salamandra,Español,468,,,,
382,Libro 382,Autor 1575,Infantil,1975,Salamandra,Alemán,662,,,,
383,Libro 383,Autor 3814,Misterio,1975,Penguin,Francés,596,,,,
384,Libro 384,Autor 4150,Fantasía,1975,Planeta,Inglés,353,,,,
385,Libro 385,Autor 3088,Historia,2011,Planeta,Italiano,606,,,,
386,Libro 386,Autor 3762,No ficción,2010,Penguin,Español,500,,,,
387,Libro 387,Autor 372,Historia,1951,Anagrama,Francés,554,,,,
388,Libro 388,Autor 4019,Ciencia,1990,Alfaguara,Francés,355,,,,
389,Libro 389,Autor 3189,Ficción,1994,HarperCollins,Inglés,286,,,,
390,Libro 390,Autor 2913,Romance,1963,HarperCollins,Inglés,869,,,,
391,Libro 391,Autor 1687,Fantasía,1986,HarperCollins,Inglés,307,,,,
392,Libro 392,Autor 2461,Historia,1951,Salamandra,Español,455,,,,
393,Libro 393,Autor 1587,Romance,1954,Salamandra,Italiano,660,,,,
394,Libro 394,Autor 1342,Infantil,1951,Planeta,Inglés,432,,,,
395,Libro 395,Autor 4778,No ficción,1950,Planeta,Italiano,439,,,,
396,Libro 396,Autor 1518,Ficción,1997,Penguin,Español,680,,,,
397,Libro 397,Autor 2607,Historia,1971,Anagrama,Italiano,872,,,,
398,Libro 398,Autor 4581,Romance,1990,Salamandra,Español,196,,,,
399,Libro 399,Autor 3486,No ficción,1974,Alfaguara,Francés,395,,,,
400,Libro 400,Autor 2677,Ciencia,1995,HarperCollins,Español,454,,,,
401,Libro 401,Autor 3104,Ficción,1958,Penguin,Italiano,174,,,,
402,Libro 402,Autor 3693,Ficción,2010,Anagrama,Italiano,193,,,,
403,Libro 403,Autor 1471,Ciencia,1996,Planeta,Inglés,238,,,,
404,Libro 404,Autor 3120,Fantasía,2023,HarperCollins,Francés,464,,,,
405,Libro 405,Autor 391,Ciencia,1952,Alfaguara,Alemán,700,,,,
406,Libro 406,Autor 2934,Ficción,1957,Salamandra,Español,246,,,,
407,Libro 407,Autor 4389,Ficción,1974,HarperCollins,Alemán,977,,,,
408,Libro 408,Autor 4585,Romance,1985,HarperCollins,Español,117,,,,
409,Libro 409,Autor 2101,No ficción,1992,Alfaguara,Español,526,,,,
410,Libro 410,Autor 1029,Ciencia,1999,Salamandra,Francés,721,,,,
411,Libro 411,Autor 2091,No ficción,2012,Penguin,Inglés,309,,,,
412,Libro 412,Autor 718,Ciencia,1983,Alfaguara,Francés,464,,,,
413,Libro 413,Autor 4221,Infantil,2022,Salamandra,Alemán,297,,,,
414,Libro 414,Autor 4381,Ficción,1959,Salamandra,Alemán,350,,,,
415,Libro 415,Autor 123,Romance,1976,Alfaguara,Español,428,,,,
416,Libro 416,Autor 1457,No ficción,1962,Planeta,Inglés,877,,,,
417,Libro 417,Autor 3632,Ciencia,2000,Penguin,Italiano,386,,,,
418,Libro 418,Autor 2713,Terror,2017,Penguin,Italiano,564,,,,
419,Libro 419,Autor 3278,Infantil,1965,Anagrama,Inglés,666,,,,
420,Libro 420,Autor 1713,Historia,1961,Anagrama,Español,101,,,,
421,Libro 421,Autor 2860,Fantasía,1974,Planeta,Italiano,155,,,,
422,Libro 422,Autor 1933,No ficción,1998,Salamandra,Español,482,,,,
423,Libro 423,Autor 2214,Romance,1965,Planeta,Francés,130,,,,
424,Libro 424,Autor 2048,Historia,1951,Anagrama,Alemán,247,,,,
425,Libro 425,Autor 3864,Terror,2022,Anagrama,Inglés,406,,,,
426,Libro 426,Autor 2848,Fantasía,1984,Penguin,Francés,350,,,,
427,Libro 427,Autor 3796,Terror,1971,Anagrama,Italiano,217,,,,
428,Libro 428,Autor 1283,Historia,1997,Alfaguara,Francés,394,,,,
429,Libro 429,Autor 3600,Fantasía,2013,Salamandra,Francés,976,,,,
430,Libro 430,Autor 2133,Terror,2016,HarperCollins,Italiano,458,,,,
431,Libro 431,Autor 4735,Romance,1971,Alfaguara,Francés,394,,,,
432,Libro 432,Autor 4359,Ciencia,2022,Salamandra,Inglés,579,,,,
433,Libro 433,Autor 3343,Ficción,1996,Anagrama,Italiano,481,,,,
434,Libro 434,Autor 2811,Ciencia,1989,HarperCollins,Italiano,181,,,,
435,Libro 435,Autor 3721,Historia,2002,Planeta,Español,286,,,,
436,Libro 436,Autor 3335,No ficción,1952,Anagrama,Italiano,596,,,,
437,Libro 437,Autor 2931,Ficción,1955,Anagrama,Italiano,396,,,,
438,Libro 438,Autor 3830,Infantil,1963,Planeta,Alemán,491,,,,
439,Libro 439,Autor 3680,Romance,2007,Anagrama,Español,290,,,,
440,Libro 440,Autor 473,Infantil,1956,HarperCollins,Inglés,678,,,,
441,Libro 441,Autor 413,Fantasía,1978,Planeta,Francés,117,,,,
442,Libro 442,Autor 1363,Ficción,1952,Planeta,Alemán,863,,,,
443,Libro 443,Autor 3907,Infantil,1962,Penguin,Español,463,,,,
444,Libro 444,Autor 4611,Infantil,1985,Anagrama,Italiano,853,,,,
445,Libro 445,Autor 4801,Terror,1987,Penguin,Italiano,292,,,,
446,Libro 446,Autor 1273,Ciencia,2024,HarperCollins,Español,820,,,,
447,Libro 447,Autor 2272,Terror,2009,Salamandra,Español,198,,,,
448,Libro 448,Autor 2142,Ficción,2022,HarperCollins,Alemán,753,,,,
449,Libro 449,Autor 3558,Ficción,1971,Planeta,Alemán,572,,,,
450,Libro 450,Autor 4286,Historia,1970,Penguin,Alemán,603,,,,
451,Libro 451,Autor 1757,Terror,1982,Anagrama,Español,913,,,,
452,Libro 452,Autor 2232,Misterio,1953,HarperCollins,Español,613,,,,
453,Libro 453,Autor 786,Ciencia,1993,Penguin,Alemán,455,,,,
454,Libro 454,Autor 2091,Ficción,1950,Planeta,Alemán,461,,,,
455,Libro 455,Autor 3026,Historia,2011,Alfaguara,Español,441,,,,
456,Libro 456,Autor 4336,Terror,1971,Planeta,Italiano,336,,,,
457,Libro 457,Autor 2081,Ciencia,2008,Salamandra,Alemán,128,,,,
458,Libro 458,Autor 2386,Terror,1986,Planeta,Alemán,856,,,,
459,Libro 459,Autor 4186,Infantil,1972,Penguin,Español,594,,,,
460,Libro 460,Autor 1417,Historia,1982,Alfaguara,Inglés,458,,,,
461,Libro 461,Autor 3641,Ciencia,1971,Anagrama,Inglés,647,,,,
462,Libro 462,Autor 2963,Fantasía,2013,Planeta,Alemán,846,,,,
463,Libro 463,Autor 4143,Fantasía,2011,Planeta,Francés,550,,,,
464,Libro 464,Autor 406,Ciencia,2003,Alfaguara,Inglés,452,,,,
465,Libro 465,Autor 3829,Terror,2007,Anagrama,Alemán,304,,,,
466,Libro 466,Autor 1533,Historia,1961,Planeta,Francés,859,,,,
467,Libro 467,Autor 270,Fantasía,1967,Planeta,Español,512,,,,
468,Libro 468,Autor 3320,Historia,2016,Penguin,Francés,746,,,,
469,Libro 469,Autor 337,Fantasía,2009,Salamandra,Alemán,849,,,,
470,Libro 470,Autor 4020,Infantil,1950,Penguin,Inglés,324,,,,
471,Libro 471,Autor 1471,Terror,1969,HarperCollins,Inglés,361,,,,
472,Libro 472,Autor 2990,Infantil,1966,Penguin,Español,192,,,,
473,Libro 473,Autor 178,Fantasía,1998,Anagrama,Inglés,727,,,,
474,Libro 474,Autor 4435,Infantil,1971,HarperCollins,Italiano,820,,,,
475,Libro 475,Autor 3657,Fantasía,1982,Penguin,Inglés,650,,,,
476,Libro 476,Autor 3595,Ciencia,1975,Alfaguara,Francés,947,,,,
477,Libro 477,Autor 3410,Infantil,1976,Penguin,Inglés,990,,,,
478,Libro 478,Autor 2234,No ficción,2009,Salamandra,Francés,671,,,,
479,Libro 479,Autor 2586,Terror,1983,Penguin,Italiano,945,,,,
480,Libro 480,Autor 2271,Ficción,2001,Salamandra,Español,607,,,,
481,Libro 481,Autor 1495,Misterio,2004,Penguin,Italiano,568,,,,
482,Libro 482,Autor 2046,Infantil,2010,Salamandra,Alemán,166,,,,
483,Libro 483,Autor 3518,Romance,1999,Planeta,Francés,105,,,,
484,Libro 484,Autor 4444,Terror,2012,Salamandra,Español,614,,,,
485,Libro 485,Autor 4093,No ficción,2013,Alfaguara,Italiano,845,,,,
486,Libro 486,Autor 972,No ficción,1963,HarperCollins,Español,332,,,,
487,Libro 487,Autor 2880,Fantasía,2000,Planeta,Alemán,386,,,,
488,Libro 488,Autor 468,Fantasía,1976,Alfaguara,Alemán,159,,,,
489,Libro 489,Autor 1303,Misterio,1989,HarperCollins,Italiano,128,,,,
490,Libro 490,Autor 280,Ciencia,2017,Salamandra,Francés,607,,,,
491,Libro 491,Autor 4292,Romance,1958,Penguin,Italiano,825,,,,
492,Libro 492,Autor 3486,Ficción,2005,Planeta,Inglés,420,,,,
493,Libro 493,Autor 1377,Misterio,1988,HarperCollins,Alemán,754,,,,
494,Libro 494,Autor 301,Historia,1964,Penguin,Español,909,,,,
495,Libro 495,Autor 1411,Ficción,1967,Planeta,Español,830,,,,
496,Libro 496,Autor 3331,Infantil,2001,HarperCollins,Alemán,176,,,,
497,Libro 497,Autor 1352,Terror,2010,HarperCollins,Español,174,,,,
498,Libro 498,Autor 4368,Historia,1986,Planeta,Francés,429,,,,
499,Libro 499,Autor 4317,Historia,2002,Planeta,Italiano,895,,,,
500,Libro 500,Autor 3441,Misterio,1961,Salamandra,Italiano,158,,,,
501,Libro 501,Autor 3471,Ciencia,1974,Salamandra,Inglés,892,,,,
502,Libro 502,Autor 181,Misterio,1974,HarperCollins,Inglés,859,,,,
503,Libro 503,Autor 2207,Infantil,1970,Anagrama,Español,106,,,,
504,Libro 504,Autor 902,Ciencia,1956,Penguin,Español,163,,,,
505,Libro 505,Autor 3756,Infantil,1998,HarperCollins,Alemán,252,,,,
506,Libro 506,Autor 4600,Ciencia,1988,Planeta,Inglés,453,,,,
507,Libro 507,Autor 2858,No ficción,2024,HarperCollins,Inglés,242,,,,
508,Libro 508,Autor 3328,Historia,1998,Planeta,Francés,454,,,,
509,Libro 509,Autor 65,Romance,1983,Penguin,Italiano,817,,,,
510,Libro 510,Autor 4837,Terror,2024,Salamandra,Español,631,,,,
511,Libro 511,Autor 2517,Infantil,1965,Planeta,Alemán,355,,,,
512,Libro 512,Autor 1133,Ficción,1964,Planeta,Inglés,850,,,,
513,Libro 513,Autor 2450,Ciencia,1989,Anagrama,Alemán,416,,,,
514,Libro 514,Autor 1301,Terror,1956,Salamandra,Inglés,594,,,,
515,Libro 515,Autor 3731,Ficción,1989,Planeta,Francés,151,,,,
516,Libro 516,Autor 4856,Terror,2015,Alfaguara,Inglés,718,,,,
517,Libro 517,Autor 217,Romance,2019,Alfaguara,Español,288,,,,
518,Libro 518,Autor 482,Ficción,1971,Anagrama,Español,917,,,,
519,Libro 519,Autor 4236,Misterio,2008,Penguin,Francés,272,,,,
520,Libro 520,Autor 2325,Fantasía,1954,Penguin,Italiano,712,,,,
521,Libro 521,Autor 1239,Misterio,1967,Planeta,Alemán,322,,,,
522,Libro 522,Autor 4468,Fantasía,1960,Anagrama,Francés,200,,,,
523,Libro 523,Autor 1842,Misterio,1957,Salamandra,Español,501,,,,
524,Libro 524,Autor 1248,Fantasía,1969,Anagrama,Italiano,188,,,,
525,Libro 525,Autor 2678,Fantasía,2024,Anagrama,Francés,285,,,,
526,Libro 526,Autor 2189,Historia,2008,Alfaguara,Francés,381,,,,
527,Libro 527,Autor 4453,Ciencia,1974,Salamandra,Español,372,,,,
528,Libro 528,Autor 711,Ciencia,2007,Penguin,Inglés,822,,,,
529,Libro 529,Autor 1992,Historia,1968,Salamandra,Inglés,249,,,,
530,Libro 530,Autor 275,Terror,1951,Alfaguara,Italiano,191,,,,
531,Libro 531,Autor 3832,No ficción,2007,Penguin,Francés,389,,,,
532,Libro 532,Autor 2719,Terror,2015,HarperCollins,Italiano,133,,,,
533,Libro 533,Autor 1588,Ficción,1956,Planeta,Francés,225,,,,
534,Libro 534,Autor 3187,Ficción,2000,Salamandra,Italiano,329,,,,
535,Libro 535,Autor 2908,Fantasía,1982,HarperCollins,Español,385,,,,
536,Libro 536,Autor 4513,Misterio,2024,Salamandra,Francés,597,,,,
537,Libro 537,Autor 2534,Misterio,1962,Planeta,Inglés,791,,,,
538,Libro 538,Autor 4925,Ciencia,1959,Planeta,Español,753,,,,
539,Libro 539,Autor 2843,Infantil,2008,Anagrama,Español,680,,,,
540,Libro 540,Autor 1879,Terror,1987,Alfaguara,Italiano,397,,,,
541,Libro 541,Autor 2276,Romance,1969,Alfaguara,Francés,384,,,,
542,Libro 542,Autor 531,Misterio,1963,Penguin,Inglés,453,,,,
543,Libro 543,Autor 4765,Romance,1989,Anagrama,Inglés,610,,,,
544,Libro 544,Autor 534,Fantasía,1956,Alfaguara,Francés,234,,,,
545,Libro 545,Autor 4042,Romance,2018,Penguin,Italiano,474,,,,
546,Libro 546,Autor 2699,Historia,1955,Penguin,Francés,306,,,,
547,Libro 547,Autor 105,Romance,1989,Penguin,Alemán,273,,,,
548,Libro 548,Autor 3567,No ficción,2002,Alfaguara,Inglés,292,,,,
549,Libro 549,Autor 3613,Fantasía,1958,Planeta,Francés,363,,,,
550,Libro 550,Autor 1772,Terror,2014,Anagrama,Inglés,795,,,,
551,Libro 551,Autor 889,Historia,1969,Anagrama,Alemán,116,,,,
552,Libro 552,Autor 4698,Misterio,1955,Penguin,Alemán,347,,,,
553,Libro 553,Autor 533,Ficción,1988,Penguin,Francés,367,,,,
554,Libro 554,Autor 400,Terror,1970,Penguin,Alemán,154,,,,
555,Libro 555,Autor 4470,Ficción,1986,Penguin,Inglés,181,,,,
556,Libro 556,Autor 267,Fantasía,1961,Penguin,Italiano,189,,,,
557,Libro 557,Autor 1131,Historia,2019,Penguin,Español,225,,,,
558,Libro 558,Autor 1557,Ciencia,1964,Salamandra,Español,608,,,,
559,Libro 559,Autor 1767,Misterio,1970,Anagrama,Español,807,,,,
560,Libro 560,Autor 2981,No ficción,1995,Salamandra,Español,709,,,,
561,Libro 561,Autor 3133,Ciencia,2020,Penguin,Francés,831,,,,
562,Libro 562,Autor 988,Fantasía,1959,Planeta,Italiano,741,,,,
563,Libro 563,Autor 4112,Terror,2015,HarperCollins,Alemán,486,,,,
564,Libro 564,Autor 70,No ficción,1988,Salamandra,Alemán,109,,,,
565,Libro 565,Autor 3048,Romance,1971,Salamandra,Francés,890,,,,
566,Libro 566,Autor 1154,No ficción,1991,Alfaguara,Italiano,396,,,,
567,Libro 567,Autor 1152,Fantasía,1955,Alfaguara,Italiano,437,,,,
568,Libro 568,Autor 699,Infantil,2001,Salamandra,Inglés,762,,,,
569,Libro 569,Autor 2257,Romance,1986,Anagrama,Alemán,759,,,,
570,Libro 570,Autor 900,Ficción,1955,Alfaguara,Italiano,347,,,,
571,Libro 571,Autor 1346,Misterio,2022,Penguin,Italiano,330,,,,
572,Libro 572,Autor 4517,Ficción,1978,Planeta,Alemán,471,,,,
573,Libro 573,Autor 2361,No ficción,2018,Anagrama,Inglés,953,,,,
574,Libro 574,Autor 3364,Ficción,2000,Anagrama,Alemán,438,,,,
575,Libro 575,Autor 3417,Fantasía,1976,Planeta,Italiano,996,,,,
576,Libro 576,Autor 4612,Terror,1986,Salamandra,Alemán,901,,,,
577,Libro 577,Autor 630,Misterio,1995,Penguin,Italiano,459,,,,
578,Libro 578,Autor 4543,Ficción,1974,Anagrama,Italiano,349,,,,
579,Libro 579,Autor 2951,Ficción,1986,Planeta,Español,288,,,,
580,Libro 580,Autor 2105,No ficción,1972,Penguin,Francés,198,,,,
581,Libro 581,Autor 245,Terror,1975,Salamandra,Español,825,,,,
582,Libro 582,Autor 2168,Ciencia,2001,Planeta,Francés,974,,,,
583,Libro 583,Autor 4193,Ficción,1952,Penguin,Español,621,,,,
584,Libro 584,Autor 3810,Fantasía,2022,Alfaguara,Alemán,834,,,,
585,Libro 585,Autor 1790,Infantil,2021,Planeta,Italiano,556,,,,
586,Libro 586,Autor 3516,Misterio,1977,Penguin,Francés,941,,,,
587,Libro 587,Autor 4481,Ficción,1983,HarperCollins,Español,815,,,,
588,Libro 588,Autor 2544,Fantasía,2014,Alfaguara,Inglés,986,,,,
589,Libro 589,Autor 4552,Fantasía,1978,Anagrama,Francés,955,,,,
590,Libro 590,Autor 2774,Misterio,1953,Planeta,Inglés,832,,,,
591,Libro 591,Autor 312,Ciencia,2017,Penguin,Italiano,452,,,,
592,Libro 592,Autor 307,Fantasía,2011,Anagrama,Italiano,124,,,,
593,Libro 593,Autor 826,Infantil,1987,Anagrama,Italiano,102,,,,
594,Libro 594,Autor 847,Fantasía,2016,Salamandra,Italiano,319,,,,
595,Libro 595,Autor 676,Fantasía,1951,Anagrama,Inglés,294,,,,
596,Libro 596,Autor 1255,Fantasía,1993,Anagrama,Español,637,,,,
597,Libro 597,Autor 1178,Ciencia,1981,Penguin,Inglés,570,,,,
598,Libro 598,Autor 3632,Ficción,1952,Salamandra,Francés,706,,,,
599,Libro 599,Autor 4502,Fantasía,1966,Penguin,Italiano,985,,,,
600,Libro 600,Autor 286,Terror,1961,Salamandra,Inglés,346,,,,
601,Libro 601,Autor 282,Ficción,2013,HarperCollins,Inglés,487,,,,
602,Libro 602,Autor 2872,Ciencia,2012,HarperCollins,Inglés,707,,,,
603,Libro 603,Autor 2583,Historia,2021,Penguin,Italiano,117,,,,
604,Libro 604,Autor 3294,Ficción,1990,Salamandra,Italiano,989,,,,
605,Libro 605,Autor 1721,Ficción,1951,Penguin,Francés,171,,,,
606,Libro 606,Autor 3994,Romance,2002,HarperCollins,Alemán,985,,,,
607,Libro 607,Autor 4034,No ficción,1983,Penguin,Francés,947,,,,
608,Libro 608,Autor 3033,Romance,2023,Planeta,Español,374,,,,
609,Libro 609,Autor 674,Infantil,1989,Salamandra,Italiano,344,,,,
610,Libro 610,Autor 24,No ficción,2020,Planeta,Inglés,759,,,,
611,Libro 611,Autor 1684,Misterio,2014,Planeta,Alemán,107,,,,
612,Libro 612,Autor 2842,Misterio,2004,Planeta,Italiano,377,,,,
613,Libro 613,Autor 4561,Ciencia,2023,Anagrama,Inglés,172,,,,
614,Libro 614,Autor 1509,No ficción,2000,Planeta,Español,918,,,,
615,Libro 615,Autor 1555,Ficción,1954,Salamandra,Italiano,465,,,,
616,Libro 616,Autor 4857,Misterio,2005,Salamandra,Alemán,238,,,,
617,Libro 617,Autor 4240,Fantasía,1970,HarperCollins,Italiano,977,,,,
618,Libro 618,Autor 3559,Terror,2007,Salamandra,Alemán,674,,,,
619,Libro 619,Autor 2058,Ficción,2022,Anagrama,Alemán,671,,,,
620,Libro 620,Autor 3237,Infantil,1980,HarperCollins,Alemán,205,,,,
621,Libro 621,Autor 4326,Fantasía,1995,Alfaguara,Francés,600,,,,
622,Libro 622,Autor 2735,Fantasía,1976,Alfaguara,Español,626,,,,
623,Libro 623,Autor 2509,No ficción,2019,Penguin,Italiano,327,,,,
624,Libro 624,Autor 4793,Ciencia,1980,Anagrama,Italiano,379,,,,
625,Libro 625,Autor 4256,Infantil,1990,Planeta,Alemán,813,,,,
626,Libro 626,Autor 2000,Misterio,1994,Alfaguara,Inglés,997,,,,
627,Libro 627,Autor 747,No ficción,1985,Anagrama,Alemán,118,,,,
628,Libro 628,Autor 4005,Misterio,1951,Planeta,Italiano,549,,,,
629,Libro 629,Autor 2746,No ficción,2011,Alfaguara,Italiano,386,,,,
630,Libro 630,Autor 1056,No ficción,1970,Penguin,Italiano,452,,,,
631,Libro 631,Autor 4825,No ficción,1983,HarperCollins,Alemán,381,,,,
632,Libro 632,Autor 759,Ciencia,1962,Penguin,Alemán,939,,,,
633,Libro 633,Autor 3950,No ficción,1968,Alfaguara,Francés,824,,,,
634,Libro 634,Autor 791,Historia,1982,HarperCollins,Italiano,336,,,,
635,Libro 635,Autor 4656,Terror,1998,Alfaguara,Italiano,487,,,,
636,Libro 636,Autor 2953,Misterio,1952,Alfaguara,Italiano,871,,,,
637,Libro 637,Autor 1152,Ficción,1987,Planeta,Alemán,834,,,,
638,Libro 638,Autor 4368,Romance,2020,Anagrama,Italiano,459,,,,
639,Libro 639,Autor 170,Infantil,1964,Salamandra,Alemán,582,,,,
640,Libro 640,Autor 1119,Ciencia,1987,HarperCollins,Español,639,,,,
641,Libro 641,Autor 1474,Ficción,1974,Salamandra,Francés,879,,,,
642,Libro 642,Autor 4233,Fantasía,2010,Penguin,Español,304,,,,
643,Libro 643,Autor 4099,Historia,1999,HarperCollins,Inglés,566,,,,
644,Libro 644,Autor 1870,Romance,1959,Anagrama,Español,924,,,,
645,Libro 645,Autor 2435,Ficción,1999,Salamandra,Francés,325,,,,
646,Libro 646,Autor 3278,Ficción,1991,Anagrama,Inglés,960,,,,
647,Libro 647,Autor 4377,Historia,2020,Anagrama,Italiano,533,,,,
648,Libro 648,Autor 4744,Romance,2001,Planeta,Italiano,991,,,,
649,Libro 649,Autor 3754,Fantasía,1995,Alfaguara,Italiano,878,,,,
650,Libro 650,Autor 4892,No ficción,1989,Penguin,Francés,617,,,,
651,Libro 651,Autor 1794,Misterio,2007,Salamandra,Inglés,222,,,,
652,Libro 652,Autor 481,Fantasía,1973,Penguin,Inglés,730,,,,
653,Libro 653,Autor 4105,No ficción,2018,Penguin,Inglés,119,,,,
654,Libro 654,Autor 3521,Ciencia,1989,HarperCollins,Italiano,524,,,,
655,Libro 655,Autor 3889,Terror,1969,Planeta,Alemán,710,,,,
656,Libro 656,Autor 4424,Infantil,1978,Planeta,Español,388,,,,
657,Libro 657,Autor 3824,Infantil,1986,Penguin,Alemán,978,,,,
658,Libro 658,Autor 4717,Misterio,1969,Penguin,Alemán,155,,,,
659,Libro 659,Autor 1533,Romance,1967,Salamandra,Francés,753,,,,
660,Libro 660,Autor 3257,Historia,1953,Anagrama,Español,619,,,,
661,Libro 661,Autor 4324,Romance,1960,HarperCollins,Alemán,337,,,,
662,Libro 662,Autor 2931,Historia,2013,Anagrama,Alemán,476,,,,
663,Libro 663,Autor 3843,Romance,2001,Alfaguara,Italiano,687,,,,
664,Libro 664,Autor 1709,Terror,1992,Anagrama,Alemán,670,,,,
665,Libro 665,Autor 3238,Ciencia,1963,Alfaguara,Alemán,225,,,,
666,Libro 666,Autor 361,Ciencia,1994,Alfaguara,Francés,571,,,,
667,Libro 667,Autor 2146,No ficción,1977,Anagrama,Italiano,384,,,,
668,Libro 668,Autor 835,Ciencia,1953,Penguin,Italiano,892,,,,
669,Libro 669,Autor 1599,Ciencia,1965,Anagrama,Alemán,620,,,,
670,Libro 670,Autor 2031,Fantasía,1987,Alfaguara,Español,108,,,,
671,Libro 671,Autor 502,Fantasía,2012,Planeta,Inglés,890,,,,
672,Libro 672,Autor 4091,No ficción,1972,Alfaguara,Español,526,,,,
673,Libro 673,Autor 3669,Misterio,1969,Salamandra,Español,945,,,,
674,Libro 674,Autor 4579,Fantasía,2018,HarperCollins,Español,189,,,,
675,Libro 675,Autor 138,Misterio,1970,Planeta,Alemán,101,,,,
676,Libro 676,Autor 2253,Ficción,1991,Anagrama,Italiano,375,,,,
677,Libro 677,Autor 1239,Fantasía,2018,Alfaguara,Francés,220,,,,
678,Libro 678,Autor 282,Terror,1963,Salamandra,Italiano,587,,,,
679,Libro 679,Autor 3188,No ficción,2019,Planeta,Alemán,879,,,,
680,Libro 680,Autor 253,Ficción,1954,Penguin,Italiano,946,,,,
681,Libro 681,Autor 1954,Terror,1973,Anagrama,Alemán,153,,,,
682,Libro 682,Autor 991,Terror,1978,Alfaguara,Español,281,,,,
683,Libro 683,Autor 1979,Terror,1951,Salamandra,Inglés,689,,,,
684,Libro 684,Autor 4822,Misterio,1955,HarperCollins,Italiano,128,,,,
685,Libro 685,Autor 1394,Romance,1983,Penguin,Inglés,793,,,,
686,Libro 686,Autor 1794,Ficción,1971,HarperCollins,Inglés,323,,,,
687,Libro 687,Autor 1585,Historia,1953,Planeta,Inglés,373,,,,
688,Libro 688,Autor 4010,Ficción,1955,HarperCollins,Alemán,228,,,,
689,Libro 689,Autor 591,Romance,2016,Alfaguara,Francés,432,,,,
690,Libro 690,Autor 1773,Ficción,2012,Alfaguara,Italiano,351,,,,
691,Libro 691,Autor 2185,Ciencia,2022,HarperCollins,Español,258,,,,
